Beneficiary,Category/Purpose,Department,Net value,VAT Value,Gross,Date incurred -Payment Date
Onecare UK Ltd - ISF,Rec Cost Ext Non-Vat,Long Term Care,-388.34,0,-388.34,45131
Onecare UK Ltd - ISF,Rec Cost Ext Non-Vat,Long Term Care,-388.34,0,-388.34,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,3616.76,0,3616.76,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,3616.8,0,3616.8,45191
Onecare UK Ltd - ISF,Domiciliary Care,Working Together - Learning Disability,3724,0,3724,45134
Onecare UK Ltd - ISF,Domiciliary Care,Working Together - Learning Disability,3724,0,3724,45139
Onecare UK Ltd - ISF,Domiciliary Care,Working Together - Learning Disability,3724,0,3724,45169
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,3737.31,0,3737.31,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,3737.32,0,3737.32,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,3737.36,0,3737.36,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,3737.36,0,3737.36,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,3945.04,0,3945.04,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,4007.57,0,4007.57,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,4076.54,0,4076.54,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,4076.55,0,4076.55,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,4141.15,0,4141.15,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,4141.16,0,4141.16,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,4274.06,0,4274.06,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,4416.52,0,4416.52,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,4416.53,0,4416.53,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,4440.99,0,4440.99,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,4589.02,0,4589.02,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,4589.02,0,4589.02,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,5052.86,0,5052.86,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,5221.28,0,5221.28,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,5221.29,0,5221.29,45131
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,1239.68,0,1239.68,45133
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,4600.12,0,4600.12,45133
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,1239.68,0,1239.68,45134
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,4600.12,0,4600.12,45134
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,1239.68,0,1239.68,45139
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,4600.12,0,4600.12,45139
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,1270.68,0,1270.68,45169
Onecare UK Ltd - ISF,Domiciliary Care,Personalisation,4600.12,0,4600.12,45169
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,5944.29,0,5944.29,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,6142.43,0,6142.43,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,6142.43,0,6142.43,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,6739.71,0,6739.71,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,6964.37,0,6964.37,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,6964.37,0,6964.37,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,7650,0,7650,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,7905,0,7905,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,7905,0,7905,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,8172.86,0,8172.86,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,8445.28,0,8445.28,45162
Onecare UK Ltd - ISF,Domiciliary Care,Working Together - Learning Disability,9200.24,0,9200.24,45133
Onecare UK Ltd - ISF,Domiciliary Care,Working Together - Learning Disability,9200.24,0,9200.24,45134
Onecare UK Ltd - ISF,Domiciliary Care,Working Together - Learning Disability,9200.24,0,9200.24,45139
Onecare UK Ltd - ISF,Domiciliary Care,Working Together - Learning Disability,9200.24,0,9200.24,45169
Onecare UK Ltd - ISF,Supptd Accommodation,Long Term Care,9262.57,0,9262.57,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,10089,0,10089,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,10276.24,0,10276.24,45191
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,10425.3,0,10425.3,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,10425.3,0,10425.3,45162
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,10618.78,0,10618.78,45131
Onecare UK Ltd - ISF,Supptd Accommodation,Working Together - Learning Disability,10618.79,0,10618.79,45162
Open Heart Care,Domiciliary Care,Working Together - Learning Disability,1228.4,0,1228.4,45112
Open Heart Care,Domiciliary Care,Working Together - Learning Disability,1294.8,0,1294.8,45127
Open Heart Care,Domiciliary Care,Working Together - Learning Disability,1294.8,0,1294.8,45163
Open Heart Care,Domiciliary Care,Working Together - Learning Disability,1361.12,0,1361.12,45190
Open Heart Care,Domiciliary Care,Personalisation,3253.6,0,3253.6,45112
Open Heart Care,Domiciliary Care,Personalisation,3253.6,0,3253.6,45127
Open Heart Care,Domiciliary Care,Personalisation,3253.6,0,3253.6,45163
Open Heart Care,Domiciliary Care,Personalisation,3298.08,0,3298.08,45112
Open Heart Care,Domiciliary Care,Personalisation,3298.08,0,3298.08,45127
Open Heart Care,Domiciliary Care,Personalisation,3298.08,0,3298.08,45163
Open Heart Care,Domiciliary Care,Personalisation,3420.2,0,3420.2,45190
Open Heart Care,Domiciliary Care,Personalisation,3466.96,0,3466.96,45190
Optima Care Shine London Ltd,Supptd Accommodation,Mental Health  - S75,37242,0,37242,45191
Optima Care Shine London Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-20483.1,0,-20483.1,45191
Options Autism (8) Ltd,Day Care Payments,Working Together - Learning Disability,2958,0,2958,45124
Options Autism (8) Ltd,Day Care Payments,Working Together - Learning Disability,3654,0,3654,45173
Options Autism (8) Ltd,Residential Placemnt,Mental Health  - S75,6363.88,0,6363.88,45166
Options Autism (8) Ltd,Residential Placemnt,Mental Health  - S75,6802.78,0,6802.78,45173
Options Autism (8) Ltd,Residential Placemnt,Working Together - Learning Disability,17142.85,0,17142.85,45110
Options Autism (8) Ltd,Residential Placemnt,Working Together - Learning Disability,17714.28,0,17714.28,45173
Options Autism (8) Ltd,Residential Placemnt,Working Together - Learning Disability,17714.29,0,17714.29,45141
Opus Pharmacy Services Ltd,Staff training - Gen,The Firs,595,119,714,45196
Orbit Property Management Limited,Electricity,Investment Prop Kings House,1891.52,0,1891.52,45121
Orbit Property Management Limited,Electricity,Investment Prop Kings House,4114.09,0,4114.09,45120
Orbit Property Management Limited,Electricity,Investment Prop Kings House,4637.98,0,4637.98,45198
Orbit Property Management Limited,Electricity,Investment Prop Kings House,4973.63,0,4973.63,45196
Orbit Property Management Limited,Electricity,Investment Prop Kings House,14376.76,0,14376.76,45140
Ordinate Solutions Limited,Energy Efficiency,Non-Delegated Building Maintenance,957,191.4,1148.4,45155
Ordinate Solutions Limited,Energy Efficiency,Non-Delegated Building Maintenance,4959,991.8,5950.8,45155
Osbornes Solicitors LLP Client Account,Private Contractors,Asylum Client Expenditure,6748.58,0,6748.58,45191
Ourris Properties Ltd T/A Autumn Gardens,Nursing Care,Long Term Care,6084.47,0,6084.47,45191
Ourris Properties Ltd T/A Autumn Gardens,Rec Cost Ext Non-Vat,Long Term Care,-941.61,0,-941.61,45191
Ourris Properties Ltd T/A Autumn Gardens,Nursing Care,Long Term Care,6287.28,0,6287.28,45162
Ourris Properties Ltd T/A Autumn Gardens,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45162
Ourris Properties Ltd T/A Autumn Gardens,Nursing Care,Long Term Care,6287.29,0,6287.29,45131
Ourris Properties Ltd T/A Autumn Gardens,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45131
Outset Fostering Agency LTD,Foster Payments,Asylum Client Expenditure,3698.7,0,3698.7,45114
Outset Fostering Agency LTD,Foster Payments,Asylum Client Expenditure,3821.99,0,3821.99,45114
OverDrive Inc,Books & Publications,Library Projects,9251,0,9251,45124
Oxford Brookes University,Staff training - Gen,Training - Childrens Services,500,0,500,45111
P Dutson,Consultants Fees,Local Development Framework,2992,598.4,3590.4,45169
P Dutson,Other Agencies,Liability Insurance,546,109.2,655.2,45195
P Dutson,Other Agencies,Liability Insurance,583,116.6,699.6,45117
P Dutson,Other Agencies,Liability Insurance,624,124.8,748.8,45155
P Dutson,Other Agencies,Liability Insurance,689,137.8,826.8,45155
P Dutson,Other Agencies,Liability Insurance,1248,249.6,1497.6,45117
P.C.M,Build Maint Exit Cst,Cap - Housing,695,139,834,45145
Paiwand,Foster Payments,Asylum Client Expenditure,-975,0,-975,45114
Paiwand,Foster Payments,Asylum Client Expenditure,-975,0,-975,45148
Paiwand,Foster Payments,Asylum Client Expenditure,-975,0,-975,45176
Paiwand,Foster Payments,Asylum Client Expenditure,-757,0,-757,45176
Paiwand,Misc Supp & Serv Cst,Asylum Client Expenditure,428.57,0,428.57,45114
Paiwand,Foster Payments,Asylum Client Expenditure,1392.86,0,1392.86,45114
Paiwand,Foster Payments,Asylum Client Expenditure,1392.86,0,1392.86,45114
Paiwand,Foster Payments,Asylum Client Expenditure,1392.86,0,1392.86,45114
Paiwand,Foster Payments,Asylum Client Expenditure,964.29,0,964.29,45114
Paiwand,Misc Supp & Serv Cst,Asylum Client Expenditure,442.86,0,442.86,45148
Paiwand,Misc Supp & Serv Cst,Asylum Client Expenditure,442.86,0,442.86,45176
Paiwand,Misc Supp & Serv Cst,Asylum Client Expenditure,442.85,0,442.85,45176
Paiwand,Misc Supp & Serv Cst,Asylum Client Expenditure,442.85,0,442.85,45176
Paiwand,Foster Payments,Asylum Client Expenditure,996.43,0,996.43,45148
Paiwand,Foster Payments,Asylum Client Expenditure,1439.29,0,1439.29,45148
Paiwand,Foster Payments,Asylum Client Expenditure,1439.29,0,1439.29,45148
Paiwand,Foster Payments,Asylum Client Expenditure,1439.29,0,1439.29,45148
Paiwand,Foster Payments,Asylum Client Expenditure,996.43,0,996.43,45176
Paiwand,Foster Payments,Asylum Client Expenditure,278.57,0,278.57,45176
Paiwand,Foster Payments,Asylum Client Expenditure,1160.72,0,1160.72,45176
Paiwand,Foster Payments,Asylum Client Expenditure,1439.29,0,1439.29,45176
Paiwand,Foster Payments,Asylum Client Expenditure,1439.29,0,1439.29,45176
Paiwand,Foster Payments,Asylum Client Expenditure,996.44,0,996.44,45176
Paiwand,Foster Payments,Asylum Client Expenditure,996.44,0,996.44,45176
Paiwand,Misc Supp & Serv Cst,Asylum Client Expenditure,571.43,0,571.43,45114
Paiwand,Foster Payments,Asylum Client Expenditure,1285.71,0,1285.71,45114
Pankaj & Arpana Patel,Accommodation,Private Sector Supply,2876.25,0,2876.25,45196
Pankaj & Arpana Patel,Accommodation,Private Sector Supply,2876.25,0,2876.25,45196
Papillon Montessori Preschool,Grants and Subscript,CLA Pupil Premium Grant,500,0,500,45154
Papillon Montessori Preschool,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,839.48,0,839.48,45187
Papillon Montessori Preschool,Private Nurseries,2 year old offer,1089.9,0,1089.9,45176
Papillon Montessori Preschool,Private Nurseries,2 year old offer,2024.1,0,2024.1,45176
Papillon Montessori Preschool,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,20267.33,0,20267.33,45187
Park Avenue Recruitment Ltd,Misc Supp & Serv Cst,Housing Needs Staffing Costs,1325.5,265.1,1590.6,45125
Park High School,Catering,Household Support Grant,32865,0,32865,45119
Park High School,Grants and Subscript,Dsg Isb Contingency,35701,0,35701,45110
Park High School,Grants and Subscript,Harrow Academies Costed Statements,120377.92,0,120377.92,45180
Partnerships in Care,Residential Placemnt,Working Together - Learning Disability,6276.64,0,6276.64,45191
Partnerships in Care,Residential Placemnt,Working Together - Learning Disability,6485.86,0,6485.86,45131
Partnerships in Care,Residential Placemnt,Working Together - Learning Disability,6485.87,0,6485.87,45162
Pathway (Eng) Ltd,Semi Independent,Leaving Care Placements,1928.57,0,1928.57,45154
Pathway (Eng) Ltd,Semi Independent,Leaving Care Placements,1992.86,0,1992.86,45114
Pathway (Eng) Ltd,Semi Independent,Leaving Care Placements,1992.86,0,1992.86,45154
Pay 360 Limited,Computer Software,WEB Team,766,153.2,919.2,45175
Pay 360 Limited,Computer Software,IT Business Management,22283.18,4456.636,26739.816,45175
Pay 360 Limited,Computer Software,Garden Waste,350,0,350,45180
Pay 360 Limited,Computer Software,Garden Waste,281,56.2,337.2,45180
Pay 360 Limited,Computer Software,Garden Waste,350,0,350,45180
Pay 360 Limited,Computer Software,Garden Waste,4874.64,974.928,5849.568,45180
Pay 360 Limited,Computer Maintenance,Cashiers Services,1045,209,1254,45175
Pay 360 Limited,Computer Maintenance,Cashiers Services,1634.43,326.886,1961.316,45113
Pay 360 Limited,Computer Maintenance,Cashiers Services,2022.58,404.516,2427.096,45190
Pay 360 Limited,Computer Maintenance,Cashiers Services,2078.16,415.632,2493.792,45113
Pay 360 Limited,Computer Software,Cashiers Services,2090,418,2508,45180
Pay 360 Limited,Computer Maintenance,Cashiers Services,2133.04,426.608,2559.648,45175
Pay 360 Limited,Computer Maintenance,Cashiers Services,2177.49,435.498,2612.988,45175
Pay 360 Limited,Computer Software,Cashiers Services,3000,600,3600,45138
Pay 360 Limited,Consultants Fees,Cap- IT,2090,418,2508,45187
Pay and Sleep,Accommodation,Section 47 Team,756,151.2,907.2,45197
PayByPhone Ltd,Private Contractors,Parking Services Overheads,1898.94,379.788,2278.728,45121
PayByPhone Ltd,Private Contractors,Car Parking,10000,2000,12000,45121
PayByPhone Ltd,Private Contractors,Parking Services Overheads,10412.57,2082.514,12495.083999999999,45121
PEC Grounds Maintenance,Grounds Maintenance,Kenton Learning Centre,746,149.2,895.2,45196
Peepal Care-ISF,Domiciliary Care,Personalisation,929.6,0,929.6,45119
Peepal Care-ISF,Domiciliary Care,Personalisation,929.6,0,929.6,45147
Peepal Care-ISF,Domiciliary Care,Personalisation,977.2,0,977.2,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,980.58,0,980.58,45147
Peepal Care-ISF,Domiciliary Care,Personalisation,980.58,0,980.58,45177
Peepal Care-ISF,Domiciliary Care,Working Together - Learning Disability,996,0,996,45119
Peepal Care-ISF,Domiciliary Care,Working Together - Learning Disability,996,0,996,45147
Peepal Care-ISF,Domiciliary Care,Working Together - Learning Disability,1012.1,0,1012.1,45177
Peepal Care-ISF,Carer's Service,Personalisation,1035.2,0,1035.2,45119
Peepal Care-ISF,Carer's Service,Personalisation,1035.2,0,1035.2,45147
Peepal Care-ISF,Carer's Service,Personalisation,1035.2,0,1035.2,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,1084.86,0,1084.86,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,1103.15,0,1103.15,45119
Peepal Care-ISF,Domiciliary Care,Personalisation,1936.88,0,1936.88,45119
Peepal Care-ISF,Domiciliary Care,Personalisation,1936.88,0,1936.88,45147
Peepal Care-ISF,Domiciliary Care,Personalisation,2036.08,0,2036.08,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,2788.8,0,2788.8,45119
Peepal Care-ISF,Domiciliary Care,Personalisation,2788.8,0,2788.8,45147
Peepal Care-ISF,Domiciliary Care,Personalisation,2931.6,0,2931.6,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,1878.11,0,1878.11,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,756,0,756,45177
Peepal Care-ISF,Carer's Service,Personalisation,379.43,0,379.43,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,3370.46,0,3370.46,45177
Peepal Care-ISF,Domiciliary Care,Personalisation,2501.28,0,2501.28,45119
Peepal Care-ISF,Domiciliary Care,Personalisation,1008,0,1008,45119
Peepal Care-ISF,Domiciliary Care,Personalisation,2501.28,0,2501.28,45147
Peepal Care-ISF,Domiciliary Care,Personalisation,1008,0,1008,45147
Peepal Care-ISF,Carer's Service,Personalisation,531.2,0,531.2,45119
Peepal Care-ISF,Carer's Service,Personalisation,531.2,0,531.2,45147
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,640.49,0,640.49,45114
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,733.49,0,733.49,45114
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,733.49,0,733.49,45114
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,733.49,0,733.49,45114
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,1117.79,0,1117.79,45114
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,1199.37,0,1199.37,45114
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,1749.29,0,1749.29,45114
Peepal Tree Support Services,Foster Payments,Asylum Client Expenditure,1992.86,0,1992.86,45114
Pelle Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1162.5,0,1162.5,45146
Pelle Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1182.5,0,1182.5,45197
Pellings LLP,Misc Supp & Serv Cst,Cap - Housing,11362,2272.4,13634.4,45154
Pellings LLP,Other Professionals,Cap - Housing,24944.4,4988.88,29933.280000000002,45196
Penkz Ltd,Domiciliary Care,Personalisation,608.88,0,608.88,45120
Penkz Ltd,Domiciliary Care,Personalisation,608.88,0,608.88,45148
Penkz Ltd,Domiciliary Care,Personalisation,648.8,0,648.8,45177
Penkz Ltd,Domiciliary Care,Personalisation,732.92,0,732.92,45177
Penkz Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45120
Penkz Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45140
Penkz Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45148
Penkz Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,774.88,0,774.88,45148
Penkz Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45148
Penkz Ltd,Domiciliary Care,Personalisation,814.56,0,814.56,45177
Penkz Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,814.56,0,814.56,45177
Penkz Ltd,Domiciliary Care,Personalisation,821.55,0,821.55,45148
Penkz Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,852.24,0,852.24,45120
Penkz Ltd,Domiciliary Care,Personalisation,857.9,0,857.9,45120
Penkz Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45120
Penkz Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45148
Penkz Ltd,Domiciliary Care,Personalisation,974.08,0,974.08,45148
Penkz Ltd,Domiciliary Care,Personalisation,977.2,0,977.2,45177
Penkz Ltd,Domiciliary Care,Personalisation,1024,0,1024,45177
Penkz Ltd,Domiciliary Care,Working Together - Learning Disability,1162,0,1162,45120
Penkz Ltd,Domiciliary Care,Working Together - Learning Disability,1162,0,1162,45148
Penkz Ltd,Domiciliary Care,Working Together - Learning Disability,1221.52,0,1221.52,45177
Penkz Ltd,Domiciliary Care,Personalisation,1549.12,0,1549.12,45120
Penkz Ltd,Domiciliary Care,Personalisation,1549.12,0,1549.12,45120
Penkz Ltd,Domiciliary Care,Personalisation,1549.12,0,1549.12,45148
Penkz Ltd,Domiciliary Care,Personalisation,1549.12,0,1549.12,45148
Penkz Ltd,Domiciliary Care,Personalisation,1628.44,0,1628.44,45177
Penkz Ltd,Domiciliary Care,Personalisation,1628.44,0,1628.44,45177
Penkz Ltd,Domiciliary Care,Personalisation,1948.23,0,1948.23,45120
Penkz Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,2169.28,0,2169.28,45120
Penkz Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,2169.28,0,2169.28,45148
Penkz Ltd,Domiciliary Care,Personalisation,2246.97,0,2246.97,45148
Penkz Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,2280.36,0,2280.36,45177
Penkz Ltd,Domiciliary Care,Personalisation,2362.05,0,2362.05,45177
Penkz Ltd,Domiciliary Care,Personalisation,2478.72,0,2478.72,45120
Penkz Ltd,Domiciliary Care,Personalisation,2478.72,0,2478.72,45148
