DCC Transparency Report Supplier Payment over ï¿½500,,,,,,,,,,,,,
,,,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,,Purpose of Spend,Procurement Classification,Selection Code 3 Description,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SENTRICARE EAST MIDS LTD,25/04/2023,1564,9743,"1,164.72",South Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SENTRICARE EAST MIDS LTD,25/04/2023,1564,9744,"1,164.72",South Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SENTRICARE EAST MIDS LTD,25/04/2023,1564,9745,"1,211.20",South Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SENTRICARE EAST MIDS LTD,25/04/2023,1564,9746,"1,335.68",South Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9747,652.79,South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9748,"1,499.10",South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9751,710.1,South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9753,652.79,South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9754,"1,499.10",South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9757,710.1,South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9760,"3,169.53",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9761,652.98,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9762,685.3,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9763,"1,199.28",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9764,"1,501.35",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9767,568.08,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9770,728.13,Central Adults (under 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9772,599.64,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9773,"1,199.28",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9774,"3,169.53",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9775,654.36,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9777,568.08,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9778,"1,501.35",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9781,654.36,Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9782,"1,499.10",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9783,899.46,South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9784,"1,499.10",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9785,710.1,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9786,"3,169.53",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9787,"1,199.28",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9788,728.13,Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9789,654.36,Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9790,"1,501.35",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9791,568.08,Ordinary Lives LD Support (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9795,980.88,South Adults (under 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9796,"2,055.91",South Adults (under 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9798,973.85,South Adults (under 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9801,"2,998.20",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9802,899.46,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9803,899.46,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9805,"1,420.20",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9809,599.64,West/South MH Support Adults (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9811,685.3,South Adults (under 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9813,"1,627.59",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9814,"1,220.70",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9815,652.98,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9816,770.97,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9817,578.22,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9820,"2,698.38",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9821,"4,497.30",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9822,"1,278.18",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9823,"2,130.30",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9824,"1,627.59",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9825,"1,284.94",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9826,654.36,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9827,770.97,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9828,608.66,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9830,"1,499.10",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9831,710.1,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9832,"2,612.72",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9833,654.36,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9834,"1,499.10",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9835,"1,237.60",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9837,710.1,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9838,"2,312.90",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9839,"1,499.10",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,25/04/2023,1671,9840,654.36,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
