,,,,,,,,,,
Organisation name,Organisation Code,Directorate,Service Category label,Service Category code,Supplier name,Payment date,Transaction number,Net Amount,Purpose of spend,Procurement category name
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1209,PRISM MEDICAL UK,24/12/2024,12076047,557.90,Tools And Equipment Purchase,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1209,PRISM MEDICAL UK,24/12/2024,12076047,987.17,Tools And Equipment Repair And Maintenance,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,RE HOUSE LIMITED,24/12/2024,12076047,"1,253.76",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3481,RE HOUSE LIMITED,24/12/2024,12076047,830.00,Childrens outings,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3062,REHABILITATION MANUFACTURING SERVICES LTD,24/12/2024,12076047,"2,764.00",Tools And Equipment Purchase,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Housing Services,6130,RELIANCE ESTATES (LEIGH) LTD,24/12/2024,12076047,"1,125.00",Loans,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Highways And Transport Services,5230,RINGGO LIMITED,24/12/2024,12076047,"8,096.40",Consultancy Services,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Finance & Resources,Central Services,7111,ROYAL MAIL,24/12/2024,12076047,"2,280.72",Mail Services  Postage,Communications And Computing
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1294,ROYAL MENCAP SOCIETY,24/12/2024,12076047,"2,021.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Finance & Resources,Housing Services,6165,SALE APPLIANCES,24/12/2024,12076047,"5,856.56",Materials,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Finance & Resources,Housing Services,6165,SALE APPLIANCES,24/12/2024,12076047,"2,999.07",Materials,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,SAVANNAH LODGE LIMITED - PRIMROSE,24/12/2024,12076047,"9,977.14",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3090,SEN TRUST SOUTHEND T/A KINGSDOWN SCHOOL,24/12/2024,12076047,"11,646.62",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Central Services,9008,SHARPE PRITCHARD,24/12/2024,12076047,"1,271.00",Contractors General,Contractors General
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Central Services,9007,SHARPE PRITCHARD,24/12/2024,12076047,888.00,Consultantancy Fees,Consultantancy Fees
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Highways And Transport Services,5234,SHARPE PRITCHARD,24/12/2024,12076047,"2,578.00",Consultancy Services,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3307,SHINING STARS FOSTERING AGENCY LTD,24/12/2024,12076047,"4,317.86",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3307,SHINING STARS FOSTERING AGENCY LTD,24/12/2024,12076047,"4,207.14",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1209,SMITCARE LIMITED,24/12/2024,12076047,"1,480.50",Tools And Equipment Purchase,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1209,SMITCARE LIMITED,24/12/2024,12076047,"1,510.00",Tools And Equipment Purchase,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Housing Services,9005,SOUTH ESSEX HOMES,24/12/2024,12076047,"316,468.84",Main Contractor,Main Contractor
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Finance & Resources,Central Services,7160,SOUTH ESSEX PROPERTY SERVICES,24/12/2024,12076047,"69,122.08",Cleaning And Janitorial Cleaning Service,Cleaning And Domestic Supplies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Finance & Resources,Environmental and Regulatory Services,7535,SOUTH ESSEX PROPERTY SERVICES,24/12/2024,12076047,"41,069.33",Contract Cleaning,Cleaning And Domestic Supplies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1120,SOUTHEND CARE LTD,24/12/2024,12076047,"101,520.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1120,SOUTHEND CARE LTD,24/12/2024,12076047,"36,660.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1120,SOUTHEND CARE LTD,24/12/2024,12076047,"33,840.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Cultural And Related Services,4070,SOUTHEND CHRISTIAN FELLOWSHIP,24/12/2024,12076047,530.00,Cultural And Entertainment Services,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3025,SOUTHEND UNITED COMMUNITY & EDUCATIONAL TRUST,24/12/2024,12076047,900.00,Grants,Grants And Subscriptions
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Central Services,9008,SOUTHERN ECOLOGICAL SOLUTIONS LTD,24/12/2024,12076047,"26,114.80",Consultant Fees,Consultant Fees
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Public Health,7685,SPORTS & LEISURE MANAGEMENT LTD NOW EVERYONE HEALTH LTD,24/12/2024,12076047,"8,285.71",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Public Health,7685,SPORTS & LEISURE MANAGEMENT LTD NOW EVERYONE HEALTH LTD,24/12/2024,12076047,"31,578.86",Medical And Health Services,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,ST CHRISTOPHER'S FELLOWSHIP,24/12/2024,12076047,"3,920.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,ST CHRISTOPHER'S FELLOWSHIP,24/12/2024,12076047,"3,920.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,ST CHRISTOPHER'S FELLOWSHIP,24/12/2024,12076047,"3,799.88",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Highways And Transport Services,5254,STEPHENSONS OF ESSEX LTD,24/12/2024,12076047,"2,489.97",Consultancy Services,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Central Services,9007,STEPHENSONS OF ESSEX LTD,24/12/2024,12076047,"1,785.00",S106 Highway/Transport Expend,S106 Highway/Transport Expend
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"7,545.90",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1205,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"2,737.23",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"7,685.62",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1205,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"2,881.09",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"7,400.35",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1205,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"2,941.23",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"6,280.31",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1205,STRESS FREE EXECUTIVES LTD T/A YOWSUN CARE,24/12/2024,12076047,"2,903.12",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,SUMMERCARE HOMES LTD,24/12/2024,12076047,971.20,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,SUMMERCARE HOMES LTD,24/12/2024,12076047,"1,267.84",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,SUMMERCARE HOMES LTD,24/12/2024,12076047,"1,068.32",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1676,SUMMERCARE HOMES LTD,24/12/2024,12076047,"1,290.08",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,SUMMERCARE HOMES LTD,24/12/2024,12076047,708.96,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,SUMMERCARE HOMES LTD,24/12/2024,12076047,708.96,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Central Services,9007,TESSA HALLMANN PHOTOGRAPHY,24/12/2024,12076047,"1,997.18",Other Expenses,Other Expenses
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Planning Services,5641,THE DUCTU PORTAL LTD,24/12/2024,12076047,"1,110.00",Professional Fees,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Housing Services,6011,THE JOLLY LANDLORD SHARED HOUSING LTD,24/12/2024,12076047,"1,950.00",Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Housing Services,6010,THE JOLLY LANDLORD SHARED HOUSING LTD,24/12/2024,12076047,"1,360.00",Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE LODDON FOUNDATION LTD,24/12/2024,12076047,"12,679.73",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,THE LODDON FOUNDATION LTD,24/12/2024,12076047,"12,679.71",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Planning Services,5641,THE MAKATON CHARITY,24/12/2024,12076047,600.00,Training Expenses,Indirect Employee Expenses
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"2,747.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3091,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"3,819.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"1,608.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"2,646.50",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"3,350.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"3,819.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"4,020.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3092,THE NATIONAL TEACHING ADVISORY SERVICE,24/12/2024,12076047,"4,020.00",Private Contractors,Other Agencies
