Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203910,2697,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203910,3447.36,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203915,12761.44,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203933,2759,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203933,7916.16,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203940,4557.04,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203940,2106.68,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203946,1117.2,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210203946,3410,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204023,3160,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204101,16698.48,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204110,19549.44,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204119,19549.44,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204125,19006.4,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204359,5046.4,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204368,4515.2,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204374,7835.2,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204383,5720.32,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204383,3187.2,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204610,4092,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,15.04.2014,2210204610,702.24,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,16.04.2014,2210206091,3830.59,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Health Authorities,16.04.2014,2210207080,7314.18,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Other Local Authorities,02.04.2014,2210187678,1328,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Other Local Authorities,02.04.2014,2210187709,2963.1,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Other Local Authorities,14.04.2014,2210202498,1494,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Other Local Authorities,04.04.2014,2210194502,1629.9,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210203779,543.1,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187522,1488.48,R,AMITY SUPPORTED LIVING LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187575,1573.32,R,AMITY SUPPORTED LIVING LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210229233,2651.28,R,AMITY SUPPORTED LIVING LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210229238,993.66,R,AMITY SUPPORTED LIVING LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210229244,4770.49,R,AMITY SUPPORTED LIVING LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210229249,4638.6,R,AMITY SUPPORTED LIVING LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,17.04.2014,2210210263,807.24,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188923,3158.4,R,BELGRAVIA NURSING & CARE BUREAU LIM
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210218619,2747.49,R,BELGRAVIA NURSING & CARE BUREAU LIM
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210218684,3496.8,R,BELGRAVIA NURSING & CARE BUREAU LIM
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210204788,1236.8,R,DRIES SUPPORTED LIVING SERVICES LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187278,1260,R,EUROPEAN WELLCARE LIFESTYLES
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187342,1260,R,EUROPEAN WELLCARE LIFESTYLES
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210220430,1326.24,R,IN CHORUS DOMICILIARY CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210220430,2979.4,R,IN CHORUS DOMICILIARY CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,23.04.2014,9400041778,3257.81,R,KEYRING LIVING SUPPORT NETWORKS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210218933,2107.84,R,LIFEWAYS COMMUNITY CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210218938,2573.48,R,LIFEWAYS COMMUNITY CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210219287,572.6,R,LIFEWAYS COMMUNITY CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187851,1760.08,R,LOGA CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187857,1760.08,R,LOGA CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210220167,2173.2,R,NEWNHAM HOUSING AND SUPPORT LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193094,1767,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210226628,1782.5,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210226665,744,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210192815,840.78,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193342,2511,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193874,2433.5,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210194498,1615.19,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210194504,1246.42,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210226518,1121.04,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210226952,2604,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210227692,2542,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210228322,1239.07,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,30.04.2014,2210228323,1629.95,R,NURSE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210189515,1225.8,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210194770,1764,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188351,1062.6,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210189269,1091.1,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188719,1179,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188332,1024.8,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188627,1261.8,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210189496,993.6,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,17.04.2014,2210210654,1764,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188921,1128,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188892,1157.7,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210189470,995.7,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188654,1008,R,PRIMARY ACCESS LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,14.04.2014,2210202048,3337.6,R,PRIMARY ACCESS LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,14.04.2014,2210202057,3099.2,R,PRIMARY ACCESS LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,14.04.2014,2210202101,3337.6,R,PRIMARY ACCESS LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,14.04.2014,2210202114,2741.6,R,PRIMARY ACCESS LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210186456,957.6,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210186532,684,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210186539,1710,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210186911,957.6,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210186921,957.6,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210191729,957.6,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210204405,1709.83,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210204414,1709.83,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210204416,1709.83,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210204422,1709.83,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210204427,1709.83,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,28.04.2014,2210222819,957.6,R,RAVENSCROFT HOUSE
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188244,2349.9,R,THE CARE DIVISION
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188244,2349.9,R,THE CARE DIVISION
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188772,1790.56,R,THE REGARD PARTNERSHIP LIMITED
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,03.04.2014,2210188798,1732.8,R,THE REGARD PARTNERSHIP LIMITED
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210220572,866.4,R,THE REGARD PARTNERSHIP LIMITED
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187762,582.12,R,VOYAGE (DCA) SOUTH
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187762,1041.25,R,VOYAGE (DCA) SOUTH
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,02.04.2014,2210187867,2646,R,VOYAGE (DCA) SOUTH
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,15.04.2014,2210204650,945,R,VOYAGE (DCA) SOUTH
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193098,5655,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193098,1350,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193098,924,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193111,784,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193164,4391.1,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193229,789.25,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193236,3128.3,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193255,2927.4,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210193301,574,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210195155,4985.1,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,04.04.2014,2210195155,1110.9,R,WESSEX REGIONAL CARE LTD
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,14.04.2014,2210201899,19375,R,WRIXON CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Private Contractors,25.04.2014,2210219282,3742.38,R,WRIXON CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Voluntary bodies,02.04.2014,2210187463,3969.3,R,ADVANCE HOUSING & SUPPORT
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Voluntary bodies,15.04.2014,2210203568,4963.2,R,ANDOVER MENCAP SUPP LIVNG SERV
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Voluntary bodies,15.04.2014,2210203586,634.5,R,ANDOVER MENCAP SUPP LIVNG SERV
Hampshire County Council,ADULT SERVICES,LD-Domiciliary Care-Eastleigh& Test Vall,Payments to Voluntary bodies,15.04.2014,2210203620,564,R,ANDOVER MENCAP SUPP LIVNG SERV
