Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Golden Years Rest Home,1000227,30985,02/06/2023,"1,413.22",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Thursby Nursing Home,1000465,30986,02/06/2023,"1,160.78",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Napier Lodge Care Home,1000300,30987,02/06/2023,795.62,0,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Autumn Leaves Uk Ltd,1000476,30988,02/06/2023,594.94,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Majestic Care Home Ltd - Waterside,1000071,30989,02/06/2023,756.42,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,30991,02/06/2023,"1,270.50",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,30993,02/06/2023,"1,270.50",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Anchor - Halcyon Court Care Home,1003267,30994,02/06/2023,619.98,0,Residential Placements,20095,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,30995,02/06/2023,903.68,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Priory Court Nursing Home,1000430,30996,02/06/2023,"1,279.88",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Ltd T/A Elmsdene N/Home,1000051,30997,02/06/2023,"1,270.50",0,Residential Placements,20333,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Headroomgate Nursing Home,1000324,30998,02/06/2023,919.02,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Glenholme Healthcare Ltd - Bispham Gardens,1003867,31000,02/06/2023,"1,743.22",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,31001,02/06/2023,908.9,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Prory Court Developments,1000166,31004,02/06/2023,"1,270.50",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,31005,02/06/2023,912.9,0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Ltd T/A Elmsdene N/Home,1000051,31006,02/06/2023,628.78,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Glenholme Healthcare Ltd - Bispham Gardens,1003867,31007,02/06/2023,"1,568.02",0,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,31009,02/06/2023,"1,270.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,31010,02/06/2023,"1,375.50",0,Residential Placements,20361,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lytham Court Nursing Home,1000491,31011,02/06/2023,"1,884.90",0,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Qualia Care Ltd T/A Gilwood Lodge,1002847,31012,02/06/2023,"1,412.50",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,31013,02/06/2023,"1,669.02",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Alexandra Nursing Home,1000490,31015,02/06/2023,"2,148.18",0,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
G Rose Care Ltd - Lavender Lodge,1003549,31016,02/06/2023,"1,270.50",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Victoria Care Home,1000202,31017,02/06/2023,835.44,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Amber Court Care Home,1001492,31018,02/06/2023,889.34,0,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Brooklands House Rest Home,1000661,31020,02/06/2023,"1,067.14",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lillibet Healthcare 2 Ltd - Belgravia,1004881,31021,02/06/2023,804.92,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parade Rest Home Ltd,1004039,31022,02/06/2023,891.34,0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
G Rose Care Ltd - Lavender Lodge,1003549,31024,02/06/2023,"1,270.50",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,31026,02/06/2023,"1,897.02",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Care Project Lytham (Opco) Ltd,1003407,31028,02/06/2023,"2,092.38",0,Residential Placements,20208,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Athena Healthcare Group,1004911,31029,02/06/2023,"1,850.72",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,31031,02/06/2023,"1,270.50",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Red Oak Rest Home,1000152,31033,02/06/2023,"1,234.94",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Ltd T/A Elmsdene N/Home,1000051,31034,02/06/2023,924.9,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,31038,02/06/2023,900.12,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lillibet Healthcare 2 Ltd - Belgravia,1004881,31039,02/06/2023,"1,150.52",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Zion Care (St Albans) Ltd,1000108,31040,02/06/2023,"1,519.30",0,Nursing Placements,20207,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,31041,02/06/2023,"1,028.90",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Limited,1000154,31042,02/06/2023,"1,270.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
The Manse Care Ltd,1006224,31043,02/06/2023,666.64,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,31044,02/06/2023,"1,089.18",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,31046,02/06/2023,"1,270.50",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Milton Lodge Residential Home,1000218,31047,02/06/2023,"1,518.68",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Aegis Residential Care Home,1000094,31048,02/06/2023,"1,067.14",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,31049,02/06/2023,748.9,0,Residential Placements,20502,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Manor Homes (Poulton) Ltd,1000242,31050,02/06/2023,"1,275.86",0,Nursing Placements,20390,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,31051,02/06/2023,842.16,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,31052,02/06/2023,"1,150.52",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Prory Court Developments,1000166,31054,02/06/2023,"1,270.50",0,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Balmoral Care Home,1000469,31056,02/06/2023,"1,447.02",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,31057,02/06/2023,924.9,0,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,31058,02/06/2023,643.8,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Susash Blackpool Ltd - Carlin Lodge,1003846,31059,02/06/2023,"1,270.50",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lillibet Healthcare 2 Ltd - Belgravia,1004881,31060,02/06/2023,963.1,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Qualia Care Ltd T/A Gilwood Lodge,1002847,31061,02/06/2023,"1,412.50",0,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,31062,02/06/2023,931.08,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,31063,02/06/2023,"1,270.50",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Victoria Care Home,1000202,31064,02/06/2023,838.88,0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,31065,02/06/2023,818.92,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Fylde & Wyre Society For The Blind,1000445,31066,02/06/2023,692.06,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,31068,02/06/2023,"1,375.50",0,Residential Placements,20181,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Golden Years Rest Home,1000227,31070,02/06/2023,"1,391.28",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Fylde Care 2004 Ltd,1000388,31071,02/06/2023,924.9,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,31073,02/06/2023,"1,270.50",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Barchester Healthcare,1000278,31075,02/06/2023,"1,488.50",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
REDACTED PERSONAL DATA,1139901,31076,02/06/2023,709.45,0,Residential Placements,20208,47580,Residential Property Sales,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
RESIDENTIAL CHILD CARE COMMUNITY TOWN HALL LTD,1139833,31082,02/06/2023,"3,835.98",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Apollo Home Healthcare Limited,1006625,31110,27/06/2023,"4,200.00",0,Sct17,10545,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LITTLE EXPLORERS NURSERY,1139453,31114,12/06/2023,458,0,Adoption Services,10528,63801,Other Expenses,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
R.S.P. Ltd,1000155,31115,06/06/2023,"2,578.40",0,Quality Assurance Team,20050,62302,Rail Fares,Adult Services,,ADULTS,Adult Services,ADBSUP,Business Support,ADBSUP2,Business Support
Askews And Holts Library Services Ltd,1000479,31116,05/06/2023,300,50,Bibliography,50007,63312,Other Library Acquisitions,Communication & Regeneration,,AMCPI,Communication & Regeneration,LB,Library Service,LB2,Library Service
Gs Social Care Solutions Ltd,1003365,31120,22/06/2023,435,0,Lac Financial Assistance,10544,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
