BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,VALUE
RCN2000,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11752309,45243,-2769.84
RCN2000,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11752309,45243,-2748.11
RCN2000,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11752309,45243,652
RCN2000,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11752309,45243,-20
RCN2000,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11752309,45243,-76.29
RCN2000,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11752310,45243,630
RCN2000,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11752310,45243,630
RCN2000,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11752310,45243,-213
RCN2000,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11752310,45243,-33.37
RCN2000,"Adult Care, Housing & Public Health",Autism Plus Ltd,Supporting People - Independent Sector Residential,11752311,45243,1751.04
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,28.25
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,3515.36
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,4354
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,622
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-1724.44
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-205.58
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,8037.71
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-971.93
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,3030
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,2424
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-1119.44
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-409.78
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,4965.71
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,722.29
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-1351.44
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-7.14
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,632
RCN2000,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11752312,45243,-120.8
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,627.74
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,2969.29
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,622
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,-956.85
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,-178.91
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,5482.25
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,865.71
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,-1766.35
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,622
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,323.57
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,-121.25
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,-20.58
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,606
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,-91.25
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,606
RCN2000,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11752313,45243,-181.42
RCN2000,"Adult Care, Housing & Public Health",Blake Uk Care Services Limited,Supporting People - Independent Sector Residential,11752314,45243,763.91
RCN2000,"Adult Care, Housing & Public Health",Blake Uk Care Services Limited,Supporting People - Independent Sector Residential,11752314,45243,-257.72
RCN2000,"Adult Care, Housing & Public Health",Belz Care Limited,Supporting People - Independent Sector Residential,11752315,45243,645.75
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,1757.68
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,622
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,-258.52
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,1380
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,1380
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,-354.6
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,-291.65
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,1818
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,9000
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,-638.29
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,2528
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,-1270.9
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,634.25
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,690
RCN2000,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11752316,45243,-120.8
RCN2000,"Adult Care, Housing & Public Health",Hf Trust Ltd,Supporting People - Independent Sector Residential,11752317,45243,920.66
RCN2000,"Adult Care, Housing & Public Health",Hf Trust Ltd,Supporting People - Independent Sector Residential,11752317,45243,-110.41
RCN2000,"Adult Care, Housing & Public Health",Benton Care Limited,Supporting People - Independent Sector Residential,11752319,45243,1010.29
RCN2000,"Adult Care, Housing & Public Health",Linkage Community Trust Ltd,Supporting People - Independent Sector Residential,11752320,45243,3681.41
RCN2000,"Adult Care, Housing & Public Health",Linkage Community Trust Ltd,Supporting People - Independent Sector Residential,11752320,45243,-277.75
RCN2000,"Adult Care, Housing & Public Health",Autism East Midlands,Supporting People - Independent Sector Residential,11752321,45243,1411.46
RCN2000,"Adult Care, Housing & Public Health",Autism East Midlands,Supporting People - Independent Sector Residential,11752321,45243,-120.8
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,3636
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,-986.73
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,519.42
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,4244.43
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,180.57
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,-1509.81
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,-68.67
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,606
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,606
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,-120.05
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,606
RCN2000,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11752322,45243,-171.08
RCN2000,"Adult Care, Housing & Public Health",Little Arches Ltd,Supporting People - Independent Sector Residential,11752323,45243,3098.97
RCN2000,"Adult Care, Housing & Public Health",Little Arches Ltd,Supporting People - Independent Sector Residential,11752323,45243,-345.47
RCN2000,"Adult Care, Housing & Public Health",Steps Residential Care Ltd,Supporting People - Independent Sector Residential,11752324,45243,33672.23
RCN2000,"Adult Care, Housing & Public Health",Steps Residential Care Ltd,Supporting People - Independent Sector Residential,11752324,45243,-1849.13
RCN2000,"Adult Care, Housing & Public Health",National Neurological Centre Ltd,Supporting People - Independent Sector Residential,11752325,45243,2413.61
RCN2000,"Adult Care, Housing & Public Health",National Neurological Centre Ltd,Supporting People - Independent Sector Residential,11752325,45243,-4.95
RCN2000,"Adult Care, Housing & Public Health",National Neurological Centre Ltd,Supporting People - Independent Sector Residential,11752325,45243,2747.67
RCN2000,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11752326,45243,5962.96
RCN2000,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11752326,45243,-850.23
RCN2000,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11752326,45243,4424
