Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45208,41520
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45264,41520
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,The Chadderton Preparatory Grammar School,45231,41500.2
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Action Together CIO,45240,41499.87
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,NHD Ltd T/A Newbank House Private Nursery,45231,41370
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45208,41296.43
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45260,41296.43
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Free Run Private Services Ltd,45267,41074
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45208,40964.29
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45260,40964.29
People,Children´s Services,Schools,Schools,Services - Payments To Contractors,Seashell Trust,45233,40940.59
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45208,40935
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45264,40935
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Computing - Licences,MHR International UK Ltd,45211,40866.69
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Computing - Licences,MHR International UK Ltd,45211,40866.69
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Computing - Licences,MHR International UK Ltd,45261,40866.69
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45260,40521.43
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45231,39964.29
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45231,39642.86
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Oldham Community Leisure Ltd,45223,39637.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Tulip Community Care,45216,39413.4
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Turning Point Services Ltd,45247,39063.99
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Forget Me Not Children´s Hospice Limited,45218,38750
Place,Economy,Economy,Facilities Management,Catering - Food,Ralph Livesey Ltd,45232,38708.02
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Life Change Care,45267,38643.67
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Econ Engineering Ltd,45238,38512.11
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,Raise the Youth Foundation C.I.C.,45215,38497.76
Place,Economy,Economy,Property Management,Premises Service Charges,Savills UK Limited,45216,38478.81
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Tulip Community Care,45237,38142
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Subscriptions,Tameside MBC,45217,37545
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Town Centre Developments,Construction - Main Contractor,The Hub Consulting Limited,45237,37464.98
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Services - Professional Fees,Early Break,45268,37250
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Services - Professional Fees,POINT Parents of Oldham in Touch,45209,37000
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,East Crompton St James s Childcare Village Ltd,45278,36976.5
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Housing Benefit Subsidy,KPMG,45243,36950
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,NHD Ltd T/A Newbank House Private Nursery,45278,36360.23
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Broadway Day Nursery Ltd,45278,36360.23
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Giggle & Grow Day Nursery Limited,45278,36295.31
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45208,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Community Integrated Care - Cheshire,45211,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45215,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45215,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45215,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45215,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45215,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45215,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45215,36027.2
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,The Green Dome Academy Limited T/A Westwood High,45231,35847
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Econ Engineering Ltd,45281,35334.3
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Ambrose Nursery Ltd,45278,35293.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Radical Services,45212,35074.29
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Radical Services,45274,35074.29
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Action Together CIO,45209,34800
Place,Strategic Highways,Capital - Transport,Capital - Trans - Bridges & Structures,Construction - Main Contractor,Rowan Ashworth Ltd,45229,34694.44
Place,Economy,Economy,Estates,Water Services,Anglian Water Business (National) t/a Wave,45243,34566.89
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Free Run Private Services Ltd,45210,34306.45
Place,Economy,Economy,Property Management,Services - Professional Fees,Savills UK Limited,45237,34281.83
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Turning Point Services Ltd,45214,34218
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Turning Point Services Ltd,45214,34218
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,ICS Operations Limited,45258,34198.32
Place,Environmental Services,Environmental Services,Waste Management Service,Services - Payments To Contractors,Bulky Bob´s Ltd,45218,34166
Place,Environmental Services,Environmental Services,Waste Management Service,Services - Payments To Contractors,Bulky Bob´s Ltd,45275,34166
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Nustart,45209,34134
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Radical Services,45244,33942.86
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Network Nurseries Ltd TA Beal Vale Pre School,45278,33895.13
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Free Run Private Services Ltd,45244,33816.65
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Crompton House School,45231,33528.57
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Crompton House School,45258,33528.57
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Broadfield Primary School,45278,32940.6
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,North Chadderton School,45231,32910.98
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Teddies Day Nurseries,45278,32662.58
People,Children´s Services,Capital - Schools,Capital - Schools - Secondary,Fees - Agency,Rowan Ashworth Ltd,45232,32368.55
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Consumables,Locata Housing Services Ltd,45267,32125
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Shine A Light Day Nursery Ltd,45278,32046.3
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Bloom Procurement Services Ltd,45236,32031.58
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Rene Care and Support Services Ltd,45251,31980
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Simon House Nursery and Pre-School,45278,31960.76
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Kids Planet Day Nurseries Ltd,45278,31687.63
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Town Centre Developments,Fees - Agency,Mace Ltd,45245,31594.44
Place,"Economic Development, Enterprise and Skills",Capital - Boroughwide,Capital - Boroughwide Developments,Fees - Agency,Bloom Procurement Services Ltd,45232,31500
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,The Harmony Trust Ltd T/A Greenhill Academy,45231,31443.3
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Alexandra Pre-school Ltd,45278,31430.03
Corporate Services,Corporate Services,Finance,Audit,Services - External Audit Fees,Mazars LLP,45281,31418
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Panda Pre School Group,45231,31413.84
