Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Olive Branch Fostering Ltd,45152,3682.44
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Olive Branch Fostering Ltd,45175,3682.44
Place,Economy,Economy,Town Centre and Markets,Refuse Collection,Wheeldon Brothers Waste Ltd,45154,3681.4
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Three Circles Fostering Ltd,45153,3677.57
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Three Circles Fostering Ltd,45182,3677.57
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45114,3677
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45190,3677
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,GMIS (Greater Manchester Independent School)(Teenage Works ),45127,3675.9
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments – PA Support,Bridging The Gap Ltd,45140,3675
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments – PA Support,Bridging The Gap Ltd,45190,3675
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45135,3673.06
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45153,3673.06
Place,Environmental Services,Environmental Services,Fleet Management,Tyres,ProFit Tyre Group Ltd,45148,3670.5
Place,Strategic Highways,Capital - Transport,Capital - Trans - Miscellaneous,Construction - Main Contractor,Keywest Partnership Ltd,45156,3659.96
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Purchase Of Software,Millgate Computer Systems Ltd,45181,3659.85
Place,Environmental Services,Environmental Services,Highways,Agency Staff,XAIS Asset Management Ltd,45133,3650.4
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45131,3647.8
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Fogarty Care Services Limited T/A Nightingales Homecare,45127,3644.64
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,MC & MA Stewart (Haulage) Ltd,45135,3641.23
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45160,3640.93
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45180,3640.93
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Foster Care Associates Limited (FCA),45190,3640.02
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Special Branch Tree Surgeons Ltd,45187,3640
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,The Fostering Team/Care 4 Children,45174,3629.72
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45160,3629.44
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Three Circles Fostering Ltd,45153,3623.9
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Three Circles Fostering Ltd,45182,3623.9
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45153,3615.22
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45176,3615.22
Place,Youth & Communities,Community Services,District Partnerships,Operational Materials,Off the Record Charity,45169,3615
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Oldham Community Leisure Ltd,45187,3614
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45118,3613.25
Place,Economy,Economy,Property Management,Premises Service Charges,Rank Group PLC (Mecca Bingo Ltd),45126,3612.93
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Foster Care Associates Limited (FCA),45180,3611.25
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45153,3605.61
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45153,3605.61
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45176,3605.61
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45176,3605.61
Place,Economy,Economy,Strategic Housing,Services - Professional Fees,G & A Taylor Hotels Ltd,45119,3605
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,Special Branch Tree Surgeons Ltd,45162,3602.5
Place,Economy,Economy,Estates,Hygiene Services,PHS Group Ltd,45121,3602.46
Place,Environmental Services,Environmental Services,Building Control,Services - Payments To Contractors,D Hughes Demolition & Excavation Ltd,45124,3600
Corporate Services,Corporate Services,Capital - IT,Capital - IT,IT Consultancy,AGT Service,45139,3600
Corporate Services,Corporate Services,Capital - IT,Capital - IT,IT Consultancy,AGT Service,45139,3600
People,Leisure Services,Leisure Services,Leisure Services,Hire Of Other Vehicles,Matthews Travel,45111,3600
People,Leisure Services,Leisure Services,Leisure Services,Hire Of Other Vehicles,Matthews Travel,45119,3600
People,Leisure Services,Leisure Services,Leisure Services,Hire Of Other Vehicles,Matthews Travel,45133,3600
People,Leisure Services,Leisure Services,Leisure Services,Hire Of Other Vehicles,Matthews Travel,45196,3600
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Meadows Care Limited,45175,3600
Capital Treasury and Technical Accounting,Capital Treasury and Technical Accounting,Corporate Expenses,Corporate Expenses,Services - Professional Fees,LAVAT Consulting Ltd t/a PSTAX,45163,3600
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Christopher Mckenzie,45121,3600
Corporate Services,Corporate Services,Capital - IT,Capital - IT,IT Consultancy,T.E.W. Software Solutions Ltd,45175,3600
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Subscriptions,Hive5manchester.com,45176,3600
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,Early Years Alliance,45196,3597
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Foster Careline Ltd,45152,3590.29
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Foster Careline Ltd,45189,3590.29
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,The Fostering Team/Care 4 Children,45128,3582.3
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Turner & Townsend Group Limited,45174,3581
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Turner & Townsend Group Limited,45139,3580
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Asset Mgt - Asset Management,Fees - Other,Trinity Methodist Church,45166,3575
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Dawson Rentals Sweepers Ltd,45153,3570
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Consumables,RecycleIT,45152,3570
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45160,3568.07
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45180,3568.07
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Town Centre Developments,Fees - Agency,Building Design Partnership Ltd,45127,3566
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45180,3564.9
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45131,3564.25
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45110,3564.2
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Olive Branch Fostering Ltd,45128,3563.65
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Rowan Ashworth Ltd,45187,3559.24
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Safehouses North Ltd,45160,3554.57
Place,Youth & Communities,Community Services,District Partnerships,Operational Materials,St Johns Ambulance,45112,3547.2
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45138,3545.85
People,Children´s Services,"Education, Skills & Early Years",Central Education Services,Services - Professional Fees,Portakabin Ltd,45196,3542.7
Place,Youth & Communities,Community Services,Stronger Communities,Asylum Seekers,First Choice Homes Ltd (FCHO),45173,3541.98
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45138,3540.6
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Parallel Parents Ltd,45138,3540.6
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Three Circles Fostering Ltd,45153,3534
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Three Circles Fostering Ltd,45182,3534
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Lancashire County Council,45127,3528
Place,Environmental Services,Environmental Services,Highways,Services - Professional Fees,Bikeright Ltd,45161,3528
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45153,3524.55
People,Community Health and Adult Social Care,Learning Disability,Learning Disability,Services - Professional Fees,E Smith & Son,45162,3511.34
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Comfort Call Limited,45173,3507.66
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,Three Circles Fostering Ltd,45135,3507
Place,Economy,Economy,Strategic Housing,Services - Professional Fees,Age UK Oldham Ltd,45134,3504
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Safe Hands Support Services UK Ltd,45177,3503.5
Place,Economy,Economy,Facilities Management,Operational Materials,NSL Ltd,45148,3500
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Meadows Care Limited,45111,3500
Place,Economy,Economy,Creating a Better Place,Agency Staff,Vivid Resourcing Ltd,45139,3500
Place,Youth & Communities,Community Services,Community Safety,Services - Professional Fees,Chris Brabbs Consultancy Limited,45177,3500
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,GMIS (Greater Manchester Independent School)(Teenage Works ),45127,3498.72
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45131,3491.6
Place,Economy,Economy,Property Management,Operational Materials,Crown Workspace Limited,45182,3485.25
