Directorate,PROCESSING DATE,MERCHANT NAME,GROSS AMOUNT,MERCHANT CATEGORY CODE DESCRIPTION
Communities and Place,14/06/2023,AMAZON.CO.UK Y38S202F5,£39.64,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,14/06/2023,AMAZON.CO.UK 4N7XE9PI5,£39.64,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,14/06/2023,AMAZON.CO.UK G02A47IE5,£39.64,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,14/06/2023,AMAZON.CO.UK 6T28D9U75,£39.64,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,16/06/2023,STARLINK INTERNET,£87.00,COMPUTER NETWORK/INFORMATION SERVICES
Communities and Place,16/06/2023,STARLINK INTERNET,£469.00,COMPUTER NETWORK/INFORMATION SERVICES
Communities and Place,16/06/2023,PASS  PORTABLE APPLIAN,£156.00,TESTING LABORATORIES (NON-MEDICAL)
Communities and Place,19/06/2023,UBIQUITI UK,£573.60,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES
Communities and Place,29/06/2023,CHASE AV DIRECT,£959.85,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
Communities and Place,29/06/2023,PAYPAL  BIGART,£202.45,SUNDRY PUBLISHING AND PRINTING
Communities and Place,03/07/2023,WWW.4GON.CO.UK,£686.34,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED"
Communities and Place,27/04/2023,POST OFFICE COUNTER,302.50,POSTAL SERVICES-GOVERNMENT ONLY
Communities and Place,02/05/2023,DVSA,41.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
Communities and Place,18/05/2023,TVLICENSING.CO.UK,£159.00,"CONSULTING, MANAGEMENT AND PUBLIC RELATIONS SVCS"
Communities and Place,12/06/2023,AMZNMKTPLACE,£12.48,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,12/06/2023,SP EVENGREENER,£179.88,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
People Services,14/04/2023,HM PASSPORT OFFICE,82.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,18/04/2023,HTTPS://OXYGENFREEJUMP,22.00,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,09/05/2023,DOMINOS PIZZA,£28.98,FAST FOOD RESTAURANTS
People Services,11/05/2023,POST OFFICE COUNTER,£6.85,POSTAL SERVICES-GOVERNMENT ONLY
People Services,17/05/2023,ODEON CINEMAS,£63.00,MOTION PICTURE THEATRES
People Services,22/05/2023,ODEON DERBY,£10.72,MOTION PICTURE THEATRES
People Services,22/05/2023,GERARD STREET FISH BAR,£10.60,FAST FOOD RESTAURANTS
People Services,30/05/2023,DELTON FOOD,£10.50,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,30/05/2023,DELTON FOODS,£19.24,"GROCERY STORES, SUPERMARKETS"
People Services,30/05/2023,SHOWCASE DERBY,£9.10,MOTION PICTURE THEATRES
People Services,30/05/2023,MCDONALDS 308,£7.96,"EATING PLACES, RESTAURANTS"
People Services,31/05/2023,BLUEBELL DAIRY FARM,£10.15,"AMUSEMENT PARKS,CARNIVALS,CIRCUS,FORTUNE TELLERS"
People Services,05/06/2023,B & Q 1328,£56.87,HOME SUPPLY WAREHOUSE STORES
People Services,05/06/2023,ODEON CINEMAS,£34.50,MOTION PICTURE THEATRES
People Services,05/06/2023,OXYGEN FREEJUMPING DER,£4.55,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,06/06/2023,CROWN PIZZA,£9.00,FAST FOOD RESTAURANTS
People Services,19/06/2023,B & Q 1328,£21.00,HOME SUPPLY WAREHOUSE STORES
People Services,21/06/2023,HOLLYWOOD BOWL,£20.06,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF"
Communities and Place,11/04/2023,REACH ADVERTISING,529.58,DIGITAL GOODS MULTI CATEGORY
Communities and Place,24/04/2023,SCREWFIX DIR LTD,38.99,"BUILDING MATERIALS, LUMBER STORES"
Communities and Place,24/04/2023,SAINSBURYS S/MKTS,11.60,"GROCERY STORES, SUPERMARKETS"
Communities and Place,05/06/2023,SAINSBURYS S/MKTS,£27.60,"GROCERY STORES, SUPERMARKETS"
Communities and Place,30/06/2023,WWW.SCREWFIX.COM,£49.99,"BUILDING MATERIALS, LUMBER STORES"
Communities and Place,03/07/2023,SCREWFIX DIR LTD,£13.36,"BUILDING MATERIALS, LUMBER STORES"
Communities and Place,20/04/2023,THE PROPERTY CARE,162.00,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES"
Communities and Place,04/05/2023,AMZNMKTPLACE,£61.20,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,05/05/2023,AMZNMKTPLACE,£6.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,01/06/2023,AMAZON.CO.UK EW26Z1745,£18.00,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,15/06/2023,IKEA LTD SHOP ONLINE,£598.00,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
Communities and Place,21/06/2023,WWW.SCREWFIX.COM,£149.99,"BUILDING MATERIALS, LUMBER STORES"
Corporate Resources,05/04/2023,FAST KEY SERVICES LIMI,247.25,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,12/04/2023,ASDA SUPERSTORE,27.50,"GROCERY STORES, SUPERMARKETS"
Corporate Resources,14/04/2023,RS COMPONENTS,15.76,ELECTRICAL PARTS AND EQUIPMENT
Corporate Resources,17/04/2023,WWW.SCREWFIX.COM,5.03,"BUILDING MATERIALS, LUMBER STORES"
Corporate Resources,17/04/2023,AMAZON.CO.UK TC81E2Q75,57.99,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Corporate Resources,04/05/2023,AMZNMKTPLACE AMAZON.CO,£7.28,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,09/05/2023,B & Q 1328,£20.78,HOME SUPPLY WAREHOUSE STORES
Corporate Resources,09/05/2023,WWW.DIRECTHYGIENE.COM,£223.56,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,10/05/2023,AMZNMKTPLACE,£84.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,18/05/2023,WWW.SCREWFIX.COM,£34.87,"BUILDING MATERIALS, LUMBER STORES"
Corporate Resources,19/05/2023,WWW.MAGIBOARDS.COM,£149.14,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES"
Corporate Resources,25/05/2023,FAST KEY SERVICES LIMI,£380.57,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,01/06/2023,AMZNMKTPLACE,£10.71,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,02/06/2023,AMZNMKTPLACE,£12.89,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,05/06/2023,AMZNMKTPLACE AMAZON.CO,£31.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,07/06/2023,AMZNMKTPLACE,£6.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,07/06/2023,RS COMPONENTS,£66.72,ELECTRICAL PARTS AND EQUIPMENT
Corporate Resources,07/06/2023,AMZNMKTPLACE AMAZON.CO,£24.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,13/06/2023,CURRYS ONLINE,£554.00,ELECTRONIC SALES
Corporate Resources,15/06/2023,AMZNMKTPLACE AMAZON.CO,£39.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,16/06/2023,AMZNMKTPLACE,£25.20,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,16/06/2023,AMZNMKTPLACE,£22.08,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,19/06/2023,AMZNMKTPLACE,£23.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,21/06/2023,PRIMARK 546,£6.00,FAMILY CLOTHING STORES
Corporate Resources,22/06/2023,T J MORRIS LTD,£12.99,HARDWARE STORES
People Services,02/05/2023,ZANFISH ALLENTON,61.90,FAST FOOD RESTAURANTS
People Services,02/05/2023,ZANFISH ALLENTON,4.50,FAST FOOD RESTAURANTS
People Services,02/05/2023,MY MANGO,34.75,BUS LINES
People Services,02/05/2023,ARRIVA UK BUS,64.00,BUS LINES
People Services,02/05/2023,DERBION CENTRE,3.10,AUTOMOBILE PARKING LOTS AND GARAGES
People Services,02/05/2023,MENKIND DIGITAL LIMITE,18.99,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS"
People Services,03/05/2023,AMZNMKTPLACE AMAZON.CO,£12.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,03/05/2023,AMZNMKTPLACE AMAZON.CO,£9.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,03/05/2023,AMZNMKTPLACE AMAZON.CO,£12.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,04/05/2023,WWW.ARGOS.CO.UK,£45.00,DEPARTMENT STORES
People Services,04/05/2023,AMZNMKTPLACE,£37.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,04/05/2023,AMZNMKTPLACE,£73.79,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,04/05/2023,AMZNMKTPLACE,£14.94,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,04/05/2023,AMZNMKTPLACE,£37.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,15/05/2023,ASDA SUPERSTORE,£76.00,"GROCERY STORES, SUPERMARKETS"
People Services,23/05/2023,BARRINGTON INTERNATION,£31.44,SUNDRY GENERAL MERCHANDISE
People Services,30/05/2023,SAINSBURYS S/MKTS,£4.08,"GROCERY STORES, SUPERMARKETS"
People Services,30/05/2023,HUNGRRR  ZAN FISH,£40.40,COMPUTER SOFTWARE STORES
People Services,30/05/2023,ARGOS CHADDESDEN I,£59.99,DISCOUNT STORES
People Services,30/05/2023,OSMASTON PARK,£18.99,DISCOUNT STORES
People Services,30/05/2023,NW STOKE,£15.50,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,12/06/2023,MY MANGO,£25.00,BUS LINES
People Services,12/06/2023,ARRIVA UK BUS,£64.00,BUS LINES
People Services,12/06/2023,HAWK CYCLES,£15.00,BICYCLE SHOPS - SALES AND SERVICE
People Services,23/06/2023,AMZNMKTPLACE,£137.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,26/06/2023,DERBY FIT SPORTS DIREC,£138.95,SPORTING GOODS STORES
People Services,26/06/2023,HERON FOODS OSMASTON R,£2.99,"GROCERY STORES, SUPERMARKETS"
People Services,26/06/2023,ZANFISH ALLENTON,£6.95,FAST FOOD RESTAURANTS
People Services,26/06/2023,ASDA SUPERSTORE,£50.00,"GROCERY STORES, SUPERMARKETS"
People Services,06/04/2023,TVLICENSING.CO.UK,159.00,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS"
People Services,01/06/2023,AMZNMKTPLACE AMAZON.CO,£108.68,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,19/04/2023,BLUEPRINT PREMIER LIMI,240.00,MISCELLANEOUS PUBLISHING AND PRINTING
Communities and Place,24/04/2023,AMAZON.CO.UK QO5NH1025,28.44,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,04/05/2023,AMZNMKTPLACE AMAZON.CO,£12.45,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,05/05/2023,AMZNMKTPLACE AMAZON.CO,£17.67,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,05/05/2023,AMZNMKTPLACE AMAZON.CO,£18.62,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,11/05/2023,AMZNMKTPLACE,£142.44,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,22/05/2023,AMZNMKTPLACE,£65.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,07/06/2023,ATHLETICS HUB,£160.00,"ASSOCIATIONS - CIVIC, SOCIAL AND FRATERNAL"
Communities and Place,26/06/2023,AMZNMKTPLACE AMAZON.CO,£119.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,06/04/2023,AMZNMKTPLACE AMAZON.CO,13.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,06/04/2023,AMZNMKTPLACE AMAZON.CO,21.96,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,11/04/2023,AMZNMKTPLACE,14.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,13/04/2023,DERBY COUNTY FOOTBALL,"1,000.00","EATING PLACES, RESTAURANTS"
Corporate Resources,13/04/2023,DERBY COUNTY FOOTBALL,310.00,"EATING PLACES, RESTAURANTS"
Corporate Resources,13/04/2023,DERBY COUNTY FOOTBALL,"1,000.00","EATING PLACES, RESTAURANTS"
Corporate Resources,12/05/2023,AMZNMKTPLACE AMAZON.CO,£13.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,15/05/2023,MAILCOMS,£131.40,SUNDRY GENERAL MERCHANDISE
Corporate Resources,16/05/2023,AMZNMKTPLACE,£15.29,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,16/05/2023,AMZNMKTPLACE,£63.63,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,18/05/2023,REACH ADVERTISING,£72.22,DIGITAL GOODS MULTI-CATEGORY
Corporate Resources,22/05/2023,STENA LINE TRAVEL,£64.00,"TRANSPRTN-SUBRBN & LOCAL COMTR PSNGR, INCL FERRIES"
Corporate Resources,30/05/2023,EB  BICS EDI FOR LIBRA,£32.78,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,30/05/2023,AMZNMKTPLACE AMAZON.CO,£23.96,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,05/06/2023,AMZNMKTPLACE,£3.89,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,06/06/2023,AMAZON.CO.UK 0G3BL1CI5,£11.10,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Corporate Resources,09/06/2023,,£13.69,
Corporate Resources,09/06/2023,VOUND COLORADO LTD,£497.94,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS"
Corporate Resources,13/06/2023,AMAZON.CO.UK AR3OX6W95,£54.10,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Corporate Resources,20/06/2023,AMZNMKTPLACE,£11.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,20/06/2023,AMZNMKTPLACE,£15.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,21/06/2023,AMZNMKTPLACE,£43.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,21/06/2023,AMZNMKTPLACE AMAZON.CO,£17.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Corporate Resources,22/06/2023,AMAZON.CO.UK 2B6X93W55,£12.14,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Corporate Resources,23/06/2023,HMCTS DERBYSHIRE010W,£408.00,FINES
Corporate Resources,23/06/2023,WWW.ARGOS.CO.UK,£282.95,DEPARTMENT STORES
Corporate Resources,23/06/2023,DVLA VEHICLE TAX,£26.50,TAX PAYMENTS
Corporate Resources,03/07/2023,AMZNMKTPLACE AMAZON.CO,£18.71,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,09/05/2023,MARKEATON PARK,-£0.01,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF"
Communities and Place,09/05/2023,BOOKER LTD - 38584864,£126.42,"GROCERY STORES, SUPERMARKETS"
Communities and Place,09/05/2023,BOOKER LIMITED ECOM,£109.82,"GROCERY STORES, SUPERMARKETS"
Communities and Place,09/05/2023,MARKEATON PARK,£0.01,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF"
Communities and Place,12/05/2023,WWW.NISBETS.COM,£137.98,DIRECT MARKETING - CATALOGUE MERCHANTS
Communities and Place,15/05/2023,BOOKER LIMITED ECOM,£121.64,"GROCERY STORES, SUPERMARKETS"
Communities and Place,15/05/2023,BOOKER LTD - 38584864,£431.13,"GROCERY STORES, SUPERMARKETS"
Communities and Place,15/05/2023,AMZNMKTPLACE AMAZON.CO,-£25.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,15/05/2023,BOOKER LTD - 38584864,£100.00,"GROCERY STORES, SUPERMARKETS"
Communities and Place,15/05/2023,BOOKER LTD - 38584864,£132.10,"GROCERY STORES, SUPERMARKETS"
Communities and Place,15/05/2023,BOOKER LIMITED ECOM,£438.98,"GROCERY STORES, SUPERMARKETS"
Communities and Place,15/05/2023,AMZNMKTPLACE AMAZON.CO,£25.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,15/05/2023,BOOKER LIMITED ECOM,£103.02,"GROCERY STORES, SUPERMARKETS"
Communities and Place,17/05/2023,BOOKER LIMITED ECOM,£285.41,"GROCERY STORES, SUPERMARKETS"
Communities and Place,05/06/2023,CENTRAL ENG COOP,£3.90,"GROCERY STORES, SUPERMARKETS"
Communities and Place,26/06/2023,HOME BARGAINS DERBY,£5.97,HARDWARE STORES
Communities and Place,26/06/2023,B & Q 1328,£20.00,HOME SUPPLY WAREHOUSE STORES
Communities and Place,26/06/2023,WWW.NISBETS.COM,£103.66,DIRECT MARKETING - CATALOGUE MERCHANTS
Communities and Place,03/07/2023,AMZNMKTPLACE,£8.65,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,07/06/2023,WWW.ARGOS.CO.UK,£36.00,DEPARTMENT STORES
People Services,29/06/2023,AG DERBYSHIRE LIMITED,£50.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Communities and Place,06/06/2023,ISTRUCTE LTD,£65.00,NEWS DEALERS AND NEWSSTANDS
Communities and Place,09/06/2023,SURELOCKMCGILL.CO.UK,£108.00,HARDWARE STORES
Communities and Place,13/06/2023,AMZNMKTPLACE,£9.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,20/06/2023,AMZNMKTPLACE AMAZON.CO,£5.48,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,06/04/2023,B&M 574 - SPONDON,21.99,MISCELLANEOUS GENERAL MERCHANDISE
People Services,06/04/2023,B&M 574 - SPONDON,147.63,MISCELLANEOUS GENERAL MERCHANDISE
People Services,06/04/2023,B&M 006 - DARLEY,14.00,MISCELLANEOUS GENERAL MERCHANDISE
People Services,11/04/2023,ALDI,10.00,"GROCERY STORES, SUPERMARKETS"
People Services,25/05/2023,HOLLYWOOD BOWL,£24.64,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF"
People Services,27/06/2023,LIDL GB CHADDESDEN,£7.33,"GROCERY STORES, SUPERMARKETS"
People Services,16/05/2023,ASDA SUPERSTORE,£25.14,"GROCERY STORES, SUPERMARKETS"
People Services,17/05/2023,TESCO STORES 6428,£4.35,"GROCERY STORES, SUPERMARKETS"
People Services,22/05/2023,ALDI,£21.18,"GROCERY STORES, SUPERMARKETS"
People Services,26/05/2023,PPOINT_ PRESCO - 27847,£1.40,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,26/05/2023,SAINSBURYS S/MKTS,£20.00,"GROCERY STORES, SUPERMARKETS"
People Services,26/05/2023,ASDA SUPERSTORE,£31.00,"GROCERY STORES, SUPERMARKETS"
People Services,31/05/2023,COSTCO WHOLESALE #111,£23.37,"BUYING/SHOPPING CLUBS, SERVICES"
People Services,01/06/2023,SANDHU NEWS,£4.58,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,05/06/2023,B&M 465 - HS DERBY,£4.38,SUNDRY GENERAL MERCHANDISE
People Services,05/06/2023,TESCO STORES 6428,£5.50,"GROCERY STORES, SUPERMARKETS"
People Services,05/06/2023,ROYAL DERBY HOSPITAL R,£7.85,"EATING PLACES, RESTAURANTS"
People Services,07/06/2023,ALDI,£7.92,"GROCERY STORES, SUPERMARKETS"
People Services,09/06/2023,COSTCO WHOLESALE #111,£95.01,"BUYING/SHOPPING CLUBS, SERVICES"
People Services,09/06/2023,SANDHU NEWS,£8.67,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,12/06/2023,B&M 465 - HS DERBY,£13.99,SUNDRY GENERAL MERCHANDISE
People Services,12/06/2023,SANDHU NEWS,£20.00,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,12/06/2023,ALDI,£31.39,"GROCERY STORES, SUPERMARKETS"
People Services,19/06/2023,COSTCO WHOLESALE #111,£14.70,"BUYING/SHOPPING CLUBS, SERVICES"
People Services,19/06/2023,ASDA SUPERSTORE,£99.10,"GROCERY STORES, SUPERMARKETS"
People Services,20/06/2023,DECATHLON UK LIMITED,£11.48,SPORTING GOODS STORES
People Services,21/06/2023,ASDA SUPERSTORE,£22.97,"GROCERY STORES, SUPERMARKETS"
People Services,03/07/2023,SAINSBURYS SMKT,£2.25,"GROCERY STORES, SUPERMARKETS"
People Services,03/07/2023,ASDA SUPERSTORE,£21.92,"GROCERY STORES, SUPERMARKETS"
People Services,03/07/2023,DOMINOS PIZZA 28031,£33.97,FAST FOOD RESTAURANTS
People Services,03/07/2023,PPOINT_ SELECT AND SAV,£20.00,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,03/07/2023,"BOOTS,ALLENTON",£2.00,"DRUG STORES, PHARMACIES"
People Services,04/04/2023,BKG HOTEL AT BOOKING.C,45.00,TRAVEL AGENCIES AND TOUR OPERATORS
People Services,04/04/2023,HOTEL AT BOOKING.COM,45.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
People Services,17/04/2023,TRAVELODGE,28.54,TRAVELODGE
People Services,26/04/2023,BKG HOTEL AT BOOKING.C,92.00,TRAVEL AGENCIES AND TOUR OPERATORS
People Services,27/04/2023,BKG HOTEL AT BOOKING.C,149.99,TRAVEL AGENCIES AND TOUR OPERATORS
People Services,27/04/2023,BKG HOTEL AT BOOKING.C,-92.00,TRAVEL AGENCIES AND TOUR OPERATORS
People Services,13/06/2023,BKG HOTEL AT BOOKING.C,£44.65,TRAVEL AGENCIES AND TOUR OPERATORS
People Services,29/06/2023,BKG HOTEL AT BOOKING.C,£52.25,TRAVEL AGENCIES AND TOUR OPERATORS
Communities and Place,20/04/2023,AMZNMKTPLACE,23.48,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,20/04/2023,AMZNMKTPLACE AMAZON.CO,14.49,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,20/04/2023,AMZNMKTPLACE,72.20,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,20/04/2023,AMZNMKTPLACE,33.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,20/04/2023,AMZNMKTPLACE AMAZON.CO,22.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,21/04/2023,DELTAWAITE LTD,106.09,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED
Communities and Place,25/04/2023,ASDA GEORGE COM LEEDS,43.95,"GROCERY STORES, SUPERMARKETS"
Communities and Place,27/04/2023,AMZNMKTPLACE AMAZON.CO,71.03,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,28/04/2023,AMZNMKTPLACE,26.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,28/04/2023,AMZNMKTPLACE,29.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,03/05/2023,AMZNMKTPLACE AMAZON.CO,-£71.03,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,17/05/2023,AMZNMKTPLACE,£86.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,17/05/2023,AMZNMKTPLACE AMAZON.CO,£29.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,24/05/2023,AMAZON.CO.UK PY2X49RQ5,£14.00,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,25/05/2023,AMAZON.CO.UK M42FE84X5,£24.99,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Communities and Place,26/05/2023,AMZNMKTPLACE AMAZON.CO,£43.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,02/06/2023,AMZNMKTPLACE,£20.01,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,02/06/2023,TIMPSON LTD,£20.75,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,15/06/2023,AMZNMKTPLACE,£14.67,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,16/06/2023,AMZNMKTPLACE,£22.84,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,19/06/2023,AMZNMKTPLACE,£42.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,19/06/2023,AMZNMKTPLACE,£91.24,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,20/06/2023,AMZNMKTPLACE,£2.21,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,20/06/2023,AMZNMKTPLACE AMAZON.CO,£31.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,21/06/2023,AMZNMKTPLACE,£6.93,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,27/06/2023,AMZNMKTPLACE,£59.69,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,27/06/2023,AMZNMKTPLACE,£53.88,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,28/06/2023,AMZNMKTPLACE,£24.26,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,28/06/2023,AMZNMKTPLACE AMAZON.CO,£10.16,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,28/06/2023,AMZNMKTPLACE AMAZON.CO,£75.50,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Communities and Place,28/06/2023,AMZNMKTPLACE AMAZON.CO,£23.96,MISCELLANEOUS AND SPECIALTY RETAIL STORES
Derby Homes,22/05/2023,TRAVELODGE,£575.20,TRAVELODGE
People Services,02/05/2023,WM MORRISONS STORE,8.37,"GROCERY STORES, SUPERMARKETS"
People Services,15/05/2023,MCDONALDS 430,£28.44,FAST FOOD RESTAURANTS
People Services,24/05/2023,WWW.ARGOS.CO.UK,£200.00,DEPARTMENT STORES
People Services,30/05/2023,ZETTLE_ JOE?S GELATO,£14.00,"EATING PLACES, RESTAURANTS"
People Services,31/05/2023,BLUEBELL DAIRY FARM,£17.75,"AMUSEMENT PARKS,CARNIVALS,CIRCUS,FORTUNE TELLERS"
